nom,code_region,code_departement,nb-ptf,nb-datagouv,pop-insee,CSP_chef,age_chef,partis_po_chef,part_plus65,nb_crea_entps,flux_migration_res,part_diplomes,depenses_hab,nb_etudiants,part_etudiants,niveau_rural,densite
Landser,44,68,,,1601,Cadres supérieurs (secteur privé),67,,22.2,9,null,5.3,998.365084322299,,,4,3
Lapoutroie,44,68,,,1941,Cadres (entreprises publiques),67,,23.2,15,null,4.7,1147.09504379186,,,4,3
Largitzen,44,68,,,317,Retraités fonct.publique (sf enseig.),75,,14.4,1,null,5.7,1022.33488958991,,,4,3
Lautenbach,44,68,,,1564,Employés (secteur privé),54,,20.6,12,null,4.9,655.908375959079,,,2,2
Lautenbachzell,44,68,,,979,Industriels-Chefs entreprise,50,,24.1,2,null,4.4,550.620296220633,,,5,3
Lauw,44,68,,,933,Autres cadres (secteur privé),66,,23.7,5,null,3.7,818.554908896034,,,4,3
Leimbach,44,68,,,897,Retraités salariés privés,67,,22.7,2,null,10.9,718.065406911929,,,2,2
Levoncourt,44,68,,,246,Agents technique et techniciens,50,,20.4,1,null,1.7,3713.07317073171,,,4,3
Leymen,44,68,,,1230,Artisans,59,,21.1,4,null,15.4,1671.84658536585,,,2,2
Liebenswiller,44,68,,,204,Agriculteurs propriétaires exploit.,51,,21.9,0,null,9,2412.32558823529,,,4,4
Liebsdorf,44,68,,,322,Retraités de l'enseignement,73,,13.4,0,null,2.2,1002.10121118012,,,4,3
Lièpvre,44,68,,,1765,Retraités salariés privés,76,,19.5,11,null,3.7,816.65790368272,,,5,3
Ligsdorf,44,68,,,320,Retraités salariés privés,74,,16.3,1,null,4.2,1144.84615625,,,4,4
Linsdorf,44,68,,,331,Agents technique et techniciens,63,,17.8,0,null,6,1330.06205438066,,,4,3
Linthal,44,68,,,627,Agents technique et techniciens,61,,18.5,10,null,7.2,1124.39051036683,,,5,3
Logelheim,44,68,,,845,Fonctionnaires de catégorie B,58,,11.2,6,null,7.2,580.362295857988,,,2,2
Lucelle,44,68,,,35,Agriculteurs propriétaires exploit.,70,,32.4,0,null,0,2640.58371428571,,,6,4
Luemschwiller,44,68,,,790,Retraités fonct.publique (sf enseig.),71,,19.8,3,null,6.9,573.601367088608,,,3,3
Valdieu-Lutran,44,68,,,424,Magistrats,51,,15.4,3,null,6,2008.85125,,,4,3
Luttenbach-près-Munster,44,68,,,752,Retraités fonct.publique (sf enseig.),75,,17.8,3,null,4.6,1117.50421542553,,,4,3
Lutter,44,68,,,286,Agents technique et techniciens,57,,18.7,2,null,8.3,2157.33804195804,,,4,3
Lutterbach,44,68,,,6468,Agents d'assurances,61,,22.9,60,null,7.1,1053.72944032158,,,1,1
Magny,44,68,,,314,Employés (secteur privé),54,,8.1,3,null,1.4,523.464968152866,,,5,3
Magstatt-le-Bas,44,68,,,480,Retraités salariés privés,74,,14.9,3,null,5.9,1147.88220833333,,,4,3
Magstatt-le-Haut,44,68,,,290,Professions rattachées à enseignt.,55,,11.3,2,null,8.9,1113.96682758621,,,4,3
Malmerspach,44,68,,,511,Industriels-Chefs entreprise,39,,18.8,3,null,0.7,659.667045009785,,,2,2
Manspach,44,68,,,577,Retraités de l'enseignement,74,,22.7,4,null,3.1,1110.60681109185,,,5,3
Masevaux-Niederbruck,44,68,,,3863,Industriels-Chefs entreprise,64,,22,15,null,4.2,1441.87762878592,,,4,3
Mertzen,44,68,,,222,Agents technique et techniciens,50,,18.3,0,null,3.8,1437.31513513514,,,4,3
Merxheim,44,68,,,1295,Retraités de l'enseignement,71,,18.3,8,null,3.7,1232.49881853282,,,4,3
Metzeral,44,68,,,1086,Permanents politiques,53,,23.5,5,null,5.4,1952.48019337017,,,4,3
Meyenheim,44,68,,,1474,Salariés du secteur médical,60,Union pour un mouvement populaire,13.2,7,null,3.2,834.155217096336,,,5,3
Michelbach-le-Bas,44,68,,,706,Agents technique et techniciens,66,,24.4,3,null,9.3,1043.35766288952,,,4,3
Michelbach-le-Haut,44,68,,,620,Retraités salariés privés,73,,18.3,3,null,10,2266.41688709677,,,4,3
Mittelwihr,44,68,,,849,Industriels-Chefs entreprise,58,,17.4,5,null,7.8,1581.12525323911,,,2,2
Mittlach,44,68,,,340,Retraités salariés privés,69,,15.5,1,null,4.3,1581.37485294118,,,4,3
Mitzach,44,68,,,407,Retraités salariés privés,68,,21,3,null,4.9,679.322162162162,,,5,3
Mœrnach,44,68,,,561,Autres cadres (secteur privé),59,,17.4,2,null,2.7,610.678645276292,,,4,3
Mollau,44,68,,,361,Agents technique et techniciens,55,,28.6,2,null,2.4,1117.96022160665,,,2,2
Montreux-Jeune,44,68,,,375,Retr.artis.commerc.chefs d'entrep.,72,,22,5,null,6.5,969.87912,,,5,3
Montreux-Vieux,44,68,,,905,Retraités de l'enseignement,79,,20.9,8,null,3,1107.84477348066,,,5,3
Mooslargue,44,68,,,431,Cadres supérieurs (secteur privé),50,,12.9,5,null,5.9,2398.66176334107,,,4,3
Moosch,44,68,,,1710,Retraités de l'enseignement,75,,25.7,6,null,2,686.954362573099,,,2,2
Morschwiller-le-Bas,44,68,,,3812,Professeurs du secondaire et techn.,63,,18.1,40,null,8.7,946.669349422875,,,2,2
Le Haut Soultzbach,44,68,,,961,Fonctionnaires de catégorie A,41,,19.4,13,null,6.8,657.868064516129,,,4,3
Muespach,44,68,,,904,Agents d'affaires,56,,20.9,1,null,6,981.761913716814,,,4,3
Muespach-le-Haut,44,68,,,1097,Fonctionnaires de catégorie A,70,,14.4,3,null,8.1,970.135086599818,,,4,3
Muhlbach-sur-Munster,44,68,,,779,Fonctionnaires de catégorie A,65,,24.3,6,null,6.3,1960.13211810013,,,4,3
Mulhouse,44,68,43,,110468,Artisans,62,Les Républicains,15.8,1519,68271,7.9,2088.33697595684,10460,9.5,1,1
Munchhouse,44,68,,,1572,Autres cadres (secteur privé),57,,17.8,7,null,4.3,543.685896946565,,,4,3
Munster,44,68,,,4663,Commercants,65,,29.4,32,null,5.9,1903.62172421188,,,2,2
Muntzenheim,44,68,,,1260,Médecins,68,,15.1,14,null,7.4,995.311650793651,,,2,2
Munwiller,44,68,,,497,Industriels-Chefs entreprise,65,,12.6,2,null,4.2,676.469577464789,,,4,3
Murbach,44,68,,,159,Retraités salariés privés,70,,16.7,1,null,10.4,1611.85855345912,,,4,4
Nambsheim,44,68,,,596,Retraités salariés privés,75,,13.2,3,null,4.1,920.254832214765,,,5,3
Neuf-Brisach,44,68,,,1932,Retraités salariés privés,69,,24.6,24,null,3.1,3129.7017494824,,,2,2
Neuwiller,44,68,,,483,Cadres supérieurs (secteur privé),56,,29.1,2,null,7,2058.8066873706,,,4,3
Niederentzen,44,68,,,722,Retraités salariés privés,67,,11.6,4,null,10.7,556.482451523546,,,2,2
Niederhergheim,44,68,,,1140,Retraités fonct.publique (sf enseig.),72,,17.6,9,null,5.6,1067.48178070175,,,2,2
Niedermorschwihr,44,68,,,553,Agents généraux d'assurances,69,,29.7,7,null,10,965.953074141049,,,3,3
Niffer,44,68,,,978,Avocats,66,,18.3,9,null,10.9,1469.97729038855,,,4,3
Oberbruck,44,68,,,407,Retraités salariés privés,70,,28.5,2,null,3.6,1398.41680589681,,,4,3
Illtal,44,68,,,1429,Autres cadres (secteur privé),62,,15.1,10,null,3.6,1077.29813156053,,,4,3
Oberentzen,44,68,,,635,Retraités salariés privés,70,,16.5,4,null,6,532.904551181102,,,2,2
Oberhergheim,44,68,,,1218,Fonctionnaires de catégorie B,60,,16.2,8,null,4.3,806.672438423645,,,2,2
Oberlarg,44,68,,,145,Agents technique et techniciens,58,,22.1,1,null,5.9,1840.31275862069,,,4,4
Obermorschwihr,44,68,,,366,Agriculteurs propriétaires exploit.,55,,25.6,2,null,9.2,743.959863387978,,,2,2
Obermorschwiller,44,68,,,420,Ingénieurs,70,,16.5,7,null,4.7,756.285714285714,,,4,3
Obersaasheim,44,68,,,1042,Retraités salariés privés,69,,14.9,6,null,2.7,757.586055662188,,,2,2
Oderen,44,68,,,1293,Retraités des entreprises publiques,71,,32.6,7,null,1.9,796.846836813612,,,2,2
Oltingue,44,68,,,725,Retraités des entreprises publiques,79,,22.6,1,null,4.8,1439.43724137931,,,4,3
Orbey,44,68,,,3606,Industriels-Chefs entreprise,62,,22.7,24,null,3.2,1047.45454242928,,,4,3
Orschwihr,44,68,,,1070,Retraités fonct.publique (sf enseig.),73,,19.5,4,null,7.7,714.225747663552,,,5,3
Osenbach,44,68,,,911,Retraités fonct.publique (sf enseig.),67,,21.4,10,null,6.4,1142.48387486279,,,5,3
Ostheim,44,68,,,1626,Cadres supérieurs (secteur privé),65,,18.5,16,null,6.4,852.351537515375,,,4,3
Ottmarsheim,44,68,1,,1849,Cadres supérieurs (secteur privé),66,,15.8,10,null,5,3370.14969713359,,,4,3
Petit-Landau,44,68,,,853,Autres retraités,73,,17.7,10,null,5.7,1282.77955451348,,,4,3
Pfaffenheim,44,68,,,1463,Cadres sup. (entreprises publiques),68,,16.9,10,null,7.7,1519.79508544087,,,4,3
Pfastatt,44,68,,,9626,Retraités salariés privés,74,Union pour la démocratie française,22,94,68224,6.8,1142.38378661957,,,1,1
Pfetterhouse,44,68,,,1025,Retraités salariés privés,78,,20.4,3,null,3.7,1817.49060487805,,,5,3
Pulversheim,44,68,,,3013,Contremaitres,65,,17.6,29,null,4.2,985.77063060073,24,0.8,2,2
Raedersdorf,44,68,,,515,Retraités de l'enseignement,68,,15.7,0,null,4.4,810.686077669903,,,4,3
Raedersheim,44,68,,,1127,Autres retraités,72,,14.2,15,null,4.8,683.186157941438,,,4,3
Rammersmatt,44,68,,,224,Retr.artis.commerc.chefs d'entrep.,73,,21.4,4,null,8.6,975.852946428571,,,4,3
Ranspach,44,68,,,847,Artisans,67,,24.2,5,null,2.2,725.03173553719,,,2,2
Ranspach-le-Bas,44,68,,,660,Agents immobiliers,47,,22,5,null,5.2,1168.17651515152,,,4,3
Ranspach-le-Haut,44,68,,,637,Employés (secteur privé),57,,13.9,4,null,9.8,902.343689167975,,,4,3
Rantzwiller,44,68,,,823,Employés (autres entrep. publiques),61,,12.7,9,null,10.8,1075.40792223572,,,4,3
Réguisheim,44,68,,,1871,Artisans,68,,18,15,null,4.1,927.654687332977,,,4,3
Reiningue,44,68,,,1998,Professeurs du secondaire et techn.,58,,20.8,13,null,6.2,1366.01958458458,,,3,3
Retzwiller,44,68,,,720,Professeurs du secondaire et techn.,49,,14.3,3,null,3.1,800.018819444444,,,4,3
Ribeauvillé,44,68,,,4938,Retr.artis.commerc.chefs d'entrep.,70,Union pour un mouvement populaire,26.3,42,null,7.8,1903.79517010936,,,2,2
Richwiller,44,68,,,3745,Pharmaciens,54,,23.6,39,null,6.5,821.417420560748,,,1,1
Riedisheim,44,68,3,,12658,Ingénieurs,59,,23.7,104,68224,13.1,1080.22789935219,,,1,1
Riespach,44,68,,,703,Employés (autres entrep. publiques),59,,16.5,4,null,4.4,1574.55314366999,,,4,3
Rimbach-près-Guebwiller,44,68,,,190,Professions rattachées à enseignt.,49,,14.9,0,null,3,3009.23894736842,,,4,4
Rimbach-près-Masevaux,44,68,,,484,Retraités salariés privés,71,,19.8,2,null,2.4,651.058285123967,,,4,3
Rimbachzell,44,68,,,198,Autres professions libérales,51,,19.2,2,null,3.8,1082.53702020202,,,4,4
Riquewihr,44,68,,,1103,Agriculteurs propriétaires exploit.,49,,17.2,16,null,6.7,2416.99135086129,,,2,2
Rixheim,44,68,5,,14322,Ingénieurs,46,,18.6,134,68224,9.3,1141.59381929898,,,1,1
Roderen,44,68,,,919,Cadres supérieurs (secteur privé),53,,18.7,4,null,5,847.824124047878,,,2,2
Rodern,44,68,,,359,Représentants de commerce,68,,18.9,2,null,6.9,1879.37417827298,,,2,2
Roggenhouse,44,68,,,476,Retraités salariés privés,81,,14.2,5,null,6,581.76493697479,,,4,3
Romagny,44,68,,,257,Agents technique et techniciens,66,,10.3,3,null,2.6,807.628482490272,,,5,3
Rombach-le-Franc,44,68,,,811,Fonctionnaires de catégorie A,64,,21.9,2,null,3,858.255647348952,,,5,3
Roppentzwiller,44,68,,,708,Autres cadres (secteur privé),67,,18,6,null,2.7,1361.93656779661,,,4,3
Rorschwihr,44,68,,,385,Contremaitres,65,,16.6,0,null,9.4,1046.95381818182,,,4,3
Rosenau,44,68,,,2400,Autres cadres (secteur privé),45,,18.8,10,null,9.5,2291.86119583333,,,2,2
Rouffach,44,68,,,4788,Retraités de l'enseignement,75,,19.6,33,null,8,1536.72997076023,227,4.7,5,3
Ruederbach,44,68,,,396,Retraités des entreprises publiques,75,,14.3,4,null,7.2,4077.14017676768,,,4,3
Ruelisheim,44,68,,,2327,Retraités salariés privés,73,,23.6,20,null,5.6,1229.23938117748,,,2,2
Rustenhart,44,68,,,856,Employés (secteur privé),48,,16.1,4,null,4.7,688.694836448598,,,5,3
Rumersheim-le-Haut,44,68,,,1114,Industriels-Chefs entreprise,59,,18.3,5,null,4.3,844.22250448833,,,4,3
Saint-Amarin,44,68,,,2320,Retraités salariés privés,71,,23.7,13,null,2.9,1055.92795689655,,,2,2
Saint-Cosme,44,68,,,96,Cadres supérieurs (secteur privé),59,,15.7,2,null,4.8,2503.91322916667,,,3,4
Sainte-Croix-aux-Mines,44,68,,,1955,Industriels-Chefs entreprise,53,,21,11,null,5.2,952.234859335038,,,5,3
Sainte-Croix-en-Plaine,44,68,,,3006,Retraités agricoles,72,,18.2,26,null,8.2,1119.24786094478,,,2,2
Saint-Hippolyte,44,68,,,1002,Agriculteurs propriétaires exploit.,64,,25.6,5,null,5.8,1273.60677644711,,,2,2
Saint-Louis,44,68,,,20928,Retr.artis.commerc.chefs d'entrep.,76,,16.4,257,68021,9.6,1975.55107845948,207,1,1,1
Sainte-Marie-aux-Mines,44,68,,,5240,Agriculteurs propriétaires exploit.,66,,20.7,27,null,3.2,1086.55376717557,,,5,3
Saint-Ulrich,44,68,,,308,Retraités fonct.publique (sf enseig.),72,,21.8,0,null,4.4,2152.16762987013,,,4,3
Sausheim,44,68,,,5634,Retraités salariés privés,72,,21.9,50,null,7,1727.90484025559,,,2,2
Schlierbach,44,68,,,1241,Professeurs du secondaire et techn.,62,,17.8,15,null,12.7,829.440193392426,,,4,3
Schweighouse-Thann,44,68,,,801,Fonctionnaires de catégorie C,51,,18.4,2,null,6.7,701.523196004994,,,3,3
Schwoben,44,68,,,239,Employés (secteur privé),35,,16.6,0,null,3.3,996.483305439331,,,4,3
Sentheim,44,68,,,1618,Retraités de l'enseignement,68,,20.8,9,null,4.5,597.53565512979,,,4,3
Seppois-le-Bas,44,68,,,1383,Retraités salariés privés,72,,19.4,16,null,2.8,1160.56435285611,,,5,3
Seppois-le-Haut,44,68,,,507,Retraités fonct.publique (sf enseig.),67,,12.7,3,null,2.9,1649.89309664694,,,5,3
Sewen,44,68,,,510,Retraités salariés privés,68,,18.6,1,null,3,1530.09952941176,,,5,3
Sickert,44,68,,,338,Artisans,62,,23.8,0,null,5,898.250710059172,,,4,3
Sierentz,44,68,,,3758,Retraités salariés privés,79,,16.9,32,null,14.8,2752.89883182544,,,2,2
Sondernach,44,68,,,638,Retraités salariés privés,70,,19.8,4,null,2.2,1173.89581504702,,,4,3
Sondersdorf,44,68,,,352,Autres cadres (secteur privé),58,,21.1,5,null,3.1,1364.09605113636,,,4,3
Soppe-le-Bas,44,68,,,781,Fonctionnaires de catégorie A,64,,12.5,8,null,5.6,607.933585147247,,,4,3
Soultz-Haut-Rhin,44,68,,,7247,Experts comptables,44,,18.1,59,null,5.8,1173.79558437974,,,2,2
Soultzbach-les-Bains,44,68,,,763,Retraités salariés privés,69,,21.2,8,null,7.5,1235.17854521625,,,3,3
Soultzeren,44,68,,,1147,Autres cadres (secteur privé),58,,18.9,7,null,4.1,954.369442022668,,,2,2
Soultzmatt,44,68,,,2471,Retr.artis.commerc.chefs d'entrep.,78,,20.3,19,null,7,2108.98163091866,,,5,3
Spechbach,44,68,,,1357,Autres cadres (secteur privé),65,,17.6,7,null,6.5,1825.15582903464,,,3,3
Staffelfelden,44,68,,,4022,Fonctionnaires de catégorie A,55,,16.2,28,null,3.3,652.981255594232,,,2,2
Steinbach,44,68,,,1401,Ingénieurs,67,,25.7,6,null,9.4,583.989507494647,,,2,2
Steinbrunn-le-Bas,44,68,,,744,Médecins,63,,18.3,5,null,9.7,1343.4359811828,,,3,3
Steinbrunn-le-Haut,44,68,,,592,Employés (autres entrep. publiques),51,,22.2,4,null,8.5,1124.83760135135,,,4,3
Steinsoultz,44,68,,,789,Cadres supérieurs (secteur privé),55,,17.2,5,null,4.2,825.61278833967,,,4,3
Sternenberg,44,68,,,162,Retraités fonct.publique (sf enseig.),66,,15.7,0,null,3.6,1740.95728395062,,,4,4
Stetten,44,68,,,346,Fonctionnaires de catégorie C,49,,18.6,0,null,5.1,1093.67505780347,,,4,3
Storckensohn,44,68,,,211,Autres retraités,72,,22.4,3,null,5.3,1071.54928909953,,,2,2
Stosswihr,44,68,,,1384,Retraités salariés privés,70,,21.4,13,67482,5.3,1050.96229046243,,,2,2
Strueth,44,68,,,345,Retraités salariés privés,68,,18.7,1,null,2.7,944.800782608696,,,5,3
Sundhoffen,44,68,,,2006,Retraités de l'enseignement,72,,24.7,20,null,9,1094.08844965105,,,2,2
Tagolsheim,44,68,,,939,Autres cadres (secteur privé),59,,17.3,5,null,7.2,1008.09242811502,,,3,3
Tagsdorf,44,68,,,305,Retraités salariés privés,75,,18,4,null,4.6,1961.16845901639,,,4,3
Thann,44,68,,,7979,Retraités salariés privés,69,,21.4,65,null,6.8,1843.99823787442,43,0.5,2,2
Thannenkirch,44,68,,,457,Administrateurs de sociétés,77,,21.2,6,null,6.2,1558.08549234136,,,4,3
Traubach-le-Bas,44,68,,,497,Autres professions libérales,66,,18.7,2,null,4.2,999.313259557344,,,4,3
Traubach-le-Haut,44,68,,,615,Agents technique et techniciens,58,,13.8,5,null,4.2,769.268715447155,,,4,3
Turckheim,44,68,,,3847,Retraités salariés privés,75,,26.1,34,null,8.9,1173.35440603067,,,2,2
Ueberstrass,44,68,,,389,Retraités salariés privés,70,,15.7,2,null,2.2,977.983470437018,,,5,3
Uffheim,44,68,,,903,Retraités fonct.publique (sf enseig.),74,,21,8,null,10.3,1353.36897009967,,,2,2
Uffholtz,44,68,,,1809,Retraités de l'enseignement,70,,17.1,6,null,9.5,1065.80483692648,,,2,2
Ungersheim,44,68,,,2290,Autres retraités,75,,13.8,13,null,4.6,2074.4461790393,,,2,2
Urbès,44,68,,,442,Fonctionnaires de catégorie A,62,,24.9,2,null,2.9,1699.27502262443,,,5,3
Urschenheim,44,68,,,747,Cadres supérieurs (secteur privé),64,,18.7,6,null,5,1016.94744310576,,,2,2
Vieux-Ferrette,44,68,,,694,Fonctionnaires de catégorie B,57,,15.3,4,null,7.2,1192.13255043228,,,4,3
Vieux-Thann,44,68,,,2903,Retraités salariés privés,73,,19.2,18,null,3,1543.51117464692,,,2,2
Village-Neuf,44,68,,,4324,Retraités fonct.publique (sf enseig.),76,,19.9,25,null,12.1,1483.20435245143,,,1,1
Vœgtlinshoffen,44,68,,,519,Employés (secteur privé),39,,23.1,7,null,11.9,1003.18630057803,,,2,2
Vogelgrun,44,68,,,672,Cadres supérieurs (secteur privé),63,,19.6,3,null,7.4,1523.750625,,,2,2
Volgelsheim,44,68,,,2671,Autres cadres (secteur privé),61,,15.9,9,null,3.8,1730.80353800075,,,2,2
Wahlbach,44,68,,,517,Retraités salariés privés,73,,10.9,2,null,8.6,2076.9570212766,,,4,3
Walbach,44,68,,,935,Retraités salariés privés,73,,24.2,7,null,9.7,864.142898395722,,,3,3
Waldighofen,44,68,,,1568,Retraités fonct.publique (sf enseig.),71,,23,8,null,5.8,1102.76506377551,,,4,3
Walheim,44,68,,,919,Permanents politiques,65,,20.3,6,null,7,722.372132752992,,,4,3
Waltenheim,44,68,,,553,Professeurs de faculté,64,,14,4,null,8.5,824.360144665461,,,2,2
Wasserbourg,44,68,,,473,Retraités fonct.publique (sf enseig.),74,,17.7,3,null,4.9,1023.91682875264,,,4,3
Wattwiller,44,68,,,1692,Contremaitres,57,,19.7,12,null,7.5,867.523002364066,,,2,2
Weckolsheim,44,68,,,657,Retraités fonct.publique (sf enseig.),74,,9.5,6,null,5.6,768.166712328767,,,4,3
Wegscheid,44,68,,,331,Cadres supérieurs (secteur privé),68,,21.7,5,null,2.4,800.204592145015,,,4,3
Wentzwiller,44,68,,,760,Retraités salariés privés,77,,19.4,8,null,10,1710.14402631579,,,2,2
Werentzhouse,44,68,,,562,Autres cadres (secteur privé),51,,17.6,4,null,6.8,1410.13144128114,,,4,3
Westhalten,44,68,,,991,Retraités agricoles,75,,17.1,7,null,7.3,951.51931382442,,,5,3
Wettolsheim,44,68,,,1776,Retraités salariés privés,69,,26,27,null,11.1,2475.9605518018,,,2,2
Wickerschwihr,44,68,,,772,Retraités salariés privés,74,,20.2,6,null,7.3,664.113756476684,,,2,2
Widensolen,44,68,,,1206,Fonctionnaires de catégorie B,65,,15.5,10,null,6.3,731.942039800995,,,3,3
Wihr-au-Val,44,68,,,1305,Retraités de l'enseignement,69,,21.4,7,null,6.6,797.562973180077,,,3,3
Wildenstein,44,68,,,184,Fonctionnaires de catégorie A,33,,17.1,2,null,5.2,2566.73277173913,,,6,4
Willer,44,68,,,327,Retraités salariés privés,74,,21.4,8,null,6.2,933.890091743119,,,4,3
Willer-sur-Thur,44,68,,,1877,Agents technique et techniciens,58,,24.2,15,null,2,777.684219499201,,,2,2
Winkel,44,68,,,317,Fonctionnaires de catégorie B,44,,23.3,0,null,4.2,1227.48905362776,,,4,3
Wintzenheim,44,68,,,7945,Retraités fonct.publique (sf enseig.),69,,22.4,65,68066,8.2,1347.95354310887,90,1.1,2,2
Wittelsheim,44,68,7,,10583,Ingénieurs,60,,19.9,83,null,3.5,1118.50036190116,,,2,2
Wittenheim,44,68,,,14728,Grands corps de l'état,56,,19.9,127,68224,2.9,1168.23514598045,,,1,1
Wittersdorf,44,68,,,832,Retraités de l'enseignement,73,,19.2,5,null,5.2,874.839026442308,,,4,3
Wolfersdorf,44,68,,,370,Fonctionnaires de catégorie B,68,,17.4,1,null,2.4,1623.29213513514,,,4,3
Wolfgantzen,44,68,,,1073,Cadres supérieurs (secteur privé),58,,20.7,7,null,4.9,1324.52383970177,,,4,3
Wolschwiller,44,68,,,472,Agents technique et techniciens,67,,20.2,1,null,4.5,888.630487288136,,,4,3
Wuenheim,44,68,,,818,Cadres supérieurs (secteur privé),68,,22.9,3,null,5.2,778.109938875306,,,2,2
Zaessingue,44,68,,,383,Employés (secteur privé),65,,15.3,2,null,7.3,816.51772845953,,,4,3
Zellenberg,44,68,,,332,Fonctionnaires de catégorie A,67,,26,2,null,5.8,1843.80897590361,,,2,2
Zillisheim,44,68,3,,2667,Professeurs du secondaire et techn.,67,,22.8,15,null,9.7,906.265916760405,,,2,2
Zimmerbach,44,68,,,871,Retraités salariés privés,73,Les Verts,25.9,6,null,11.2,904.609311136625,,,3,3
Zimmersheim,44,68,,,1068,Cadres supérieurs (secteur privé),59,,26.7,7,null,12,650.471441947566,,,2,2
Affoux,84,69,,,361,Retraités fonct.publique (sf enseig.),68,,11.1,4,null,3.3,617.901274238227,,,4,3
Aigueperse,84,69,,,252,Retraités salariés privés,80,,27.6,0,null,2.5,1590.65591269841,,,6,4
Albigny-sur-Saône,84,69,,,2871,Retr.artis.commerc.chefs d'entrep.,73,,27.6,50,null,11.5,848.683894113549,,,2,2
Alix,84,69,,,781,Industriels-Chefs entreprise,50,,25.3,6,null,9.1,674.147387964149,,,4,3
Ambérieux,84,69,,,580,Retraités fonct.publique (sf enseig.),81,,14,17,null,5.8,1091.86010344828,,,2,2
Amplepuis,84,69,,,5149,Retraités agricoles,72,,26.5,33,null,3.4,1115.87555836085,,,5,3
Ampuis,84,69,,,2756,Retraités des entreprises publiques,70,,20.3,33,null,7,1653.56915457184,,,4,3
Ancy,84,69,,,642,Employés (secteur privé),54,,18.5,3,null,6.8,838.654828660436,,,4,3
Anse,84,69,,,7253,Experts comptables,64,,15.4,94,null,10.4,1361.58289259617,,,2,2
L'Arbresle,84,69,,,6646,Professeurs du secondaire et techn.,67,,16.3,88,null,9.2,1225.55307703882,,,2,2
Les Ardillats,84,69,,,641,Artisans,59,,16.4,1,null,4.2,659.200577223089,,,5,3
Arnas,84,69,,,3765,Cadres sup. (entreprises publiques),59,,19.6,70,null,6.6,1032.43671713147,,,4,3
Aveize,84,69,,,1158,Autres cadres (secteur privé),66,,19.1,6,null,3.2,549.607633851468,,,4,3
Azolette,84,69,,,121,Ouvriers (secteur privé),65,,28.1,1,null,0,1458.62355371901,,,5,3
Bagnols,84,69,,,725,Employés (secteur privé),63,,22.2,13,null,10,1028.03937931034,,,4,3
Beaujeu,84,69,,,2156,Sans profession déclarée,57,,26,17,null,4.5,938.224132653061,,,5,3
Belleville-en-Beaujolais,84,69,,,13053,Médecins,63,,16.9,150,null,5,1375.96319160346,,,2,2
Belmont-d'Azergues,84,69,,,651,Contremaitres,66,,15.2,11,null,2,1080.93331797235,,,2,2
Bessenay,84,69,,,2355,Professeurs du secondaire et techn.,67,Rassemblement national,22.1,18,null,8,913.180577494692,,,4,3
Bibost,84,69,,,588,Fonctionnaires de catégorie C,47,,12.5,6,null,6,700.712959183673,,,4,3
Blacé,84,69,,,1607,Retraités agricoles,74,,19.6,20,null,8.8,872.512563783447,,,5,3
Val d'Oingt,84,69,,,4079,Retraités agricoles,75,,20.5,38,null,7.5,1095.30884285364,,,4,3
Le Breuil,84,69,,,534,Commercants,52,,13.2,7,null,8.7,648.286535580524,,,4,3
Brignais,84,69,,,11442,Industriels-Chefs entreprise,78,,21.1,219,null,11.9,1444.55736759308,,,2,2
Brindas,84,69,,,6182,Industriels-Chefs entreprise,49,,15.9,92,null,14.9,737.852109349725,,,2,2
Bron,84,69,4,,41589,Ingénieurs,65,,17,706,69123,12.7,1151.4496063863,13143,31.6,1,1
Brullioles,84,69,,,832,Industriels-Chefs entreprise,63,,15.5,4,null,5.6,1186.04181490385,,,4,3
Brussieu,84,69,,,1451,Industriels-Chefs entreprise,56,,11.1,5,null,6.6,703.549476223294,,,4,3
Bully,84,69,,,2059,Ingénieurs,49,,19.8,34,null,8.7,831.017824186498,,,4,3
Cailloux-sur-Fontaines,84,69,,,2725,Retr.artis.commerc.chefs d'entrep.,79,,13.8,37,null,23,800.503955963303,,,2,2
Caluire-et-Cuire,84,69,,,43546,Industriels-Chefs entreprise,60,Union pour un mouvement populaire,21.9,783,69123,20.7,1047.27441556056,86,0.2,1,1
Caluire-et-Cuire,84,69,,,43546,Industriels-Chefs entreprise,60,Démocratie libérale,21.9,783,69123,20.7,1047.27441556056,86,0.2,1,1
Caluire-et-Cuire,84,69,,,43546,Industriels-Chefs entreprise,60,Union pour la démocratie française,21.9,783,69123,20.7,1047.27441556056,86,0.2,1,1
Cenves,84,69,,,407,Autres professions libérales,65,,16.9,5,null,8.6,1119.98948402948,,,4,4
Cercié,84,69,,,1142,Employés (autres entrep. publiques),52,,15.3,12,null,5.5,559.883660245184,,,5,3
Chambost-Allières,84,69,,,840,Cadres (entreprises publiques),63,,15.1,6,null,5.8,909.99044047619,,,4,3
Chambost-Longessaigne,84,69,,,963,Professions rattachées à enseignt.,57,,16.5,11,null,7.1,1096.72240913811,,,5,3
Chamelet,84,69,,,679,Professeurs du secondaire et techn.,55,,14.5,8,null,6.7,769.134374079529,,,4,3
Champagne-au-Mont-d'Or,84,69,6,,5654,Retraités salariés privés,75,,22.2,118,69123,17.4,1601.57347364698,,,1,1
La Chapelle-sur-Coise,84,69,,,593,Autres cadres (secteur privé),57,,11.3,4,null,5.6,666.460404721754,,,4,3
