"nom","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","part_diplomes","depenses_hab","nb_etudiants","part_etudiants","niveau_rural","densite","obligation_ouvrir"
"Goupillières",0,0,11,78,0,0,521,"Retraités agricoles",84,NA,15.9,5,NA,18.5,1006.69391554702,NA,NA,3,3,0
"Goussonville",0,0,11,78,0,0,627,"Professions rattachées à enseignt.",56,NA,11.4,5,NA,15.4,733.73379585327,NA,NA,3,3,0
"Grandchamp",0,0,11,78,0,0,333,"Autres retraités",78,NA,8.3,4,NA,11.3,571.136246246246,NA,NA,3,3,0
"Gressey",0,0,11,78,0,0,559,"Autres cadres (secteur privé)",50,NA,16.5,11,NA,9.7,695.182486583184,NA,NA,3,3,0
"Grosrouvre",0,0,11,78,0,0,947,"Agriculteurs propriétaires exploit.",67,NA,18.4,22,NA,25.3,1085.96761351637,NA,NA,3,3,0
"Guernes",0,0,11,78,0,0,1104,"Fonctionnaires de catégorie B",58,NA,14.9,11,NA,5.7,526.620688405797,NA,NA,2,2,0
"Guerville",0,0,11,78,0,0,2176,"Employés (secteur privé)",61,NA,16.5,23,NA,7.7,1285.33517922794,NA,NA,2,2,0
"Guitrancourt",0,0,11,78,0,0,616,"Retr.artis.commerc.chefs d'entrep.",68,NA,12.5,5,NA,6.4,1867.34806818182,NA,NA,3,3,0
"Guyancourt",0,0,11,78,0,0,28839,"Enseignants 1er deg.-directeurs école",51,NA,8.4,493,78423,21,2028.29565033462,6839,23.7,1,1,1
"Hardricourt",0,0,11,78,0,0,2241,"Cadres sup. (entreprises publiques)",47,NA,15.5,46,NA,12.1,1430.62032128514,NA,NA,2,2,0
"Hargeville",0,0,11,78,0,0,449,"Avocats",70,NA,11.5,6,NA,11.3,593.24013363029,NA,NA,3,3,0
"La Hauteville",0,0,11,78,0,0,187,"Avocats",84,NA,23.5,0,NA,27.3,1869.96176470588,NA,NA,3,3,0
"Herbeville",0,0,11,78,0,0,257,"Retraités salariés privés",68,NA,20.9,4,NA,16.8,1053.41828793774,NA,NA,3,3,0
"Hermeray",0,0,11,78,0,0,982,"Industriels-Chefs entreprise",69,NA,23.1,8,NA,18,932.906965376782,NA,NA,3,3,0
"Houdan",0,0,11,78,0,0,3687,"Retraités fonct.publique (sf enseig.)",71,"Union pour un mouvement populaire",23,42,NA,9.2,1297.70843232981,NA,NA,3,3,1
"Houilles",0,0,11,78,0,0,32064,"Retr.artis.commerc.chefs d'entrep.",72,"sans étiquette",14.1,453,78586,22.4,1539.51213884731,NA,NA,1,1,1
"Issou",0,0,11,78,0,0,4186,"Fonctionnaires de catégorie A",64,NA,13.1,47,NA,6.2,1065.02140707119,NA,NA,2,2,1
"Jambville",0,0,11,78,0,0,871,"Cadres sup. (entreprises publiques)",51,NA,14.9,11,NA,13.9,1246.27161882893,NA,NA,3,3,0
"Notre-Dame-de-la-Mer",0,0,11,78,0,0,664,"Retraités des entreprises publiques",73,NA,14.9,11,NA,5.2,921.070677710843,NA,NA,3,3,0
"Jouars-Pontchartrain",0,0,11,78,0,0,5715,"Retraités salariés privés",70,NA,18.9,73,NA,19.9,1199.26970603675,NA,NA,2,2,1
"Jouy-en-Josas",0,0,11,78,0,0,8424,"Retraités salariés privés",79,NA,16.4,105,75056,34.6,1506.04215693257,4178,49.6,1,1,1
"Jouy-Mauvoisin",0,0,11,78,0,0,564,"Retraités des entreprises publiques",65,"Parti socialiste",18.2,1,NA,5,641.93975177305,NA,NA,3,3,0
"Jumeauville",0,0,11,78,0,0,616,"Agriculteurs propriétaires exploit.",67,NA,15.6,11,NA,15.5,843.054788961039,NA,NA,3,3,0
"Juziers",0,0,11,78,0,0,3801,"Fonctionnaires de catégorie B",62,NA,16,51,NA,7.9,1117.76780847146,NA,NA,2,2,1
"Lainville-en-Vexin",0,0,11,78,0,0,811,"Médecins",53,NA,13.4,9,NA,12.9,802.791159062885,NA,NA,3,3,0
"Lévis-Saint-Nom",0,0,11,78,0,0,1653,"Autres professions",44,NA,21.6,15,NA,19.7,955.527441016334,NA,NA,2,2,0
"Limay",0,0,11,78,0,0,16682,"Retraités des entreprises publiques",63,NA,12.5,254,78361,4.7,1504.73776105982,NA,NA,1,1,1
"Limetz-Villez",0,0,11,78,0,0,1972,"Retraités des entreprises publiques",82,NA,16.2,28,NA,6.3,675.456247464503,NA,NA,3,3,0
"Les Loges-en-Josas",0,0,11,78,0,0,1625,"Permanents politiques",45,NA,17.1,24,NA,36.1,1969.73688,NA,NA,2,2,0
"Lommoye",0,0,11,78,0,0,684,"Retraités de l'enseignement",74,NA,11.3,9,NA,7.4,973.526286549708,NA,NA,3,3,0
"Longnes",0,0,11,78,0,0,1477,"Retraités salariés privés",70,NA,14,22,NA,8.1,998.723608666215,NA,NA,3,3,0
"Longvilliers",0,0,11,78,0,0,513,"Retraités des entreprises publiques",73,NA,18.8,5,NA,19.1,1141.66803118908,NA,NA,3,4,0
"Louveciennes",0,0,11,78,0,0,7304,"Vétérinaires",65,NA,24,139,NA,36.2,1794.37622535597,NA,NA,1,1,1
"Magnanville",0,0,11,78,0,0,6088,"Cadres sup. (entreprises publiques)",61,NA,23,87,NA,6.6,1536.76520039422,51,0.8,1,1,1
"Magny-les-Hameaux",0,0,11,78,0,0,9419,"Autres cadres (secteur privé)",45,NA,12.2,100,NA,17.7,1790.56966769296,NA,NA,2,2,1
"Maisons-Laffitte",0,0,11,78,0,0,23967,"Grands corps de l'état",73,"Union pour un mouvement populaire",18.9,407,75056,35.5,1734.53916843994,NA,NA,1,1,1
"Maisons-Laffitte",0,0,11,78,0,0,23967,"Grands corps de l'état",73,"Rassemblement pour la République",18.9,407,75056,35.5,1734.53916843994,NA,NA,1,1,1
"Mantes-la-Jolie",0,0,11,78,0,0,44231,"Autres cadres (secteur privé)",42,NA,14.9,801,78362,7.4,1670.39357509439,1163,2.6,1,1,1
"Mantes-la-Ville",0,0,11,78,0,0,19970,"Professeurs du secondaire et techn.",39,"Rassemblement national",14.9,296,78361,6,1375.10935603405,68,0.3,1,1,1
"Marcq",0,0,11,78,0,0,766,"Enseignants 1er deg.-directeurs école",61,NA,15.4,16,NA,13.3,642.268289817232,NA,NA,3,3,0
"Mareil-le-Guyon",0,0,11,78,0,0,383,"Retraités salariés privés",72,NA,17.5,9,NA,21.7,1028.9207310705,NA,NA,3,3,0
"Mareil-Marly",0,0,11,78,0,0,3642,"Médecins",61,NA,18.1,70,NA,38.1,894.588476112026,NA,NA,1,1,1
"Mareil-sur-Mauldre",0,0,11,78,0,0,1764,"Retraités salariés privés",80,NA,21.9,21,NA,21.2,916.485844671202,NA,NA,2,2,0
"Marly-le-Roi",0,0,11,78,0,0,16661,"Magistrats",65,NA,20.3,211,78361,25.9,1672.81234919873,NA,NA,1,1,1
"Maule",0,0,11,78,0,0,6077,"Autres professions",66,NA,17.4,75,NA,15,1335.23715155504,NA,NA,2,2,1
"Maulette",0,0,11,78,0,0,957,"Industriels-Chefs entreprise",58,NA,14.4,12,NA,8.6,1265.26183908046,NA,NA,3,3,0
"Maurecourt",0,0,11,78,0,0,4446,"Retraités de l'enseignement",70,NA,14.6,49,NA,14.6,1436.09303868646,NA,NA,1,1,1
"Maurepas",0,0,11,78,0,0,18933,"Fonctionnaires de catégorie B",38,NA,18.6,235,78208,14.4,1747.14389108963,91,0.5,1,1,1
"Médan",0,0,11,78,0,0,1429,"Sans profession déclarée",50,NA,18.1,20,NA,24.9,1215.95359692092,NA,NA,2,2,0
"Ménerville",0,0,11,78,0,0,211,"Fonctionnaires de catégorie B",66,NA,17.6,1,NA,6.1,1311.46056872038,NA,NA,3,3,0
"Méré",0,0,11,78,0,0,1754,"Cadres supérieurs (secteur privé)",70,NA,21.7,26,NA,22.6,1097.16614025086,NA,NA,3,3,0
"Méricourt",0,0,11,78,0,0,423,"Industriels-Chefs entreprise",63,NA,14.1,3,NA,7.6,1781.38501182033,NA,NA,3,3,0
"Le Mesnil-le-Roi",0,0,11,78,0,0,6425,"Retraités salariés privés",75,NA,19.2,87,NA,26.1,1264.72849182879,NA,NA,1,1,1
"Le Mesnil-Saint-Denis",0,0,11,78,0,0,6863,"Sans profession déclarée",68,NA,21.3,78,NA,23.3,1228.40202972461,NA,NA,1,1,1
"Les Mesnuls",0,0,11,78,0,0,884,"Retraités salariés privés",72,NA,21.9,14,NA,21,1262.60064479638,NA,NA,3,3,0
"Meulan-en-Yvelines",0,0,11,78,0,0,9157,"Fonctionnaires de catégorie A",51,NA,14.7,129,NA,7.9,1266.21676203997,243,2.7,2,2,1
"Mézières-sur-Seine",0,0,11,78,0,0,3712,"Retraités salariés privés",72,NA,12.4,54,NA,8.6,1391.78464978448,NA,NA,2,2,1
"Mézy-sur-Seine",0,0,11,78,0,0,2143,"Retraités des entreprises publiques",72,NA,18.4,23,NA,10.2,733.113509099393,NA,NA,2,2,0
"Millemont",0,0,11,78,0,0,253,"Retraités salariés privés",73,NA,19.9,8,NA,16,1075.864743083,NA,NA,3,3,0
"Milon-la-Chapelle",0,0,11,78,0,0,292,"Ingénieurs",77,"Parti radical",30.8,4,NA,30.4,1071.57297945205,NA,NA,3,3,0
"Mittainville",0,0,11,78,0,0,619,"Retraités salariés privés",78,NA,18,3,NA,13.4,645.36620355412,NA,NA,3,3,0
"Moisson",0,0,11,78,0,0,972,"Sans profession déclarée",76,NA,15.8,13,NA,8.8,792.578611111111,NA,NA,3,3,0
"Mondreville",0,0,11,78,0,0,409,"Autres retraités",68,NA,11.6,1,NA,7.8,929.87630806846,NA,NA,3,3,0
"Montainville",0,0,11,78,0,0,532,"Cadres supérieurs (secteur privé)",60,NA,15,9,NA,21.3,1284.66667293233,NA,NA,2,2,0
"Montalet-le-Bois",0,0,11,78,0,0,326,"Autres professions libérales",67,NA,11.7,2,NA,14.8,1199.75702453988,NA,NA,3,3,0
"Montchauvet",0,0,11,78,0,0,286,"Agriculteurs propriétaires exploit.",61,NA,18.6,4,NA,15.6,1570.99031468531,NA,NA,3,3,0
"Montesson",0,0,11,78,0,0,15584,"Retraités salariés privés",77,NA,14.1,216,NA,23.7,1484.61061729979,NA,NA,1,1,1
"Montfort-l'Amaury",0,0,11,78,0,0,3026,"Sans profession déclarée",70,NA,33,44,NA,19.2,1734.83890945142,NA,NA,3,3,0
"Montigny-le-Bretonneux",0,0,11,78,0,0,33535,"Retraités salariés privés",71,NA,11.7,507,78297,26.6,1725.00278753541,6777,20.2,1,1,1
"Morainvilliers",0,0,11,78,0,0,2910,"Cadres sup. (entreprises publiques)",58,NA,14.4,49,NA,26.8,933.375683848797,NA,NA,2,2,0
"Mousseaux-sur-Seine",0,0,11,78,0,0,701,"Agriculteurs propriétaires exploit.",67,NA,17.4,11,NA,8.2,594.358744650499,NA,NA,3,3,0
"Mulcent",0,0,11,78,0,0,110,"Agriculteurs propriétaires exploit.",48,NA,10.8,2,NA,8.4,743.363090909091,NA,NA,3,4,0
"Les Mureaux",0,0,11,78,0,0,32777,"Retraités salariés privés",72,NA,13.1,524,NA,5.3,1956.61316258352,154,0.5,2,2,1
"Neauphle-le-Château",0,0,11,78,0,0,3360,"Retraités de l'enseignement",79,NA,15.2,61,NA,21.8,1050.45660714286,NA,NA,2,2,0
"Neauphle-le-Vieux",0,0,11,78,0,0,973,"Retraités salariés privés",75,NA,11.1,16,NA,22.9,1244.04593011305,NA,NA,2,2,0
"Neauphlette",0,0,11,78,0,0,856,"Autres cadres (secteur privé)",61,NA,13.5,8,NA,6.9,733.032768691589,NA,NA,3,3,0
"Nézel",0,0,11,78,0,0,1076,"Cadres supérieurs (secteur privé)",58,NA,16,13,NA,8.5,1230.0105669145,NA,NA,2,2,0
"Noisy-le-Roi",0,0,11,78,0,0,7845,"Autres cadres (secteur privé)",58,NA,22.3,122,NA,30.5,1777.90957425112,NA,NA,2,2,1
"Oinville-sur-Montcient",0,0,11,78,0,0,1102,"Employés (autres entrep. publiques)",61,NA,21.5,15,NA,12.2,908.05779491833,NA,NA,3,3,0
"Orcemont",0,0,11,78,0,0,1012,"Industriels-Chefs entreprise",75,NA,13.8,14,NA,12.5,953.574792490119,NA,NA,3,3,0
"Orgerus",0,0,11,78,0,0,2396,"Cadres supérieurs (secteur privé)",68,NA,21.6,23,NA,11.9,1163.76951585977,NA,NA,3,3,0
"Orgeval",0,0,11,78,0,0,6269,"Retraités salariés privés",73,NA,16.5,143,NA,25.9,1637.55319668209,NA,NA,2,2,1
"Orphin",0,0,11,78,0,0,924,"Autres retraités",83,NA,17.8,13,NA,15.1,811.667326839827,NA,NA,3,3,0
"Orsonville",0,0,11,78,0,0,341,"Autres cadres (secteur privé)",51,NA,13.2,2,NA,3.6,1174.77536656891,NA,NA,3,3,0
"Orvilliers",0,0,11,78,0,0,836,"Retraités de l'enseignement",65,NA,8.8,5,NA,13.8,1947.56484449761,NA,NA,3,3,0
"Osmoy",0,0,11,78,0,0,364,"Agriculteurs propriétaires exploit.",59,NA,15,10,NA,14.1,2540.64096153846,NA,NA,3,3,0
"Paray-Douaville",0,0,11,78,0,0,261,"Agriculteurs propriétaires exploit.",64,NA,6.6,3,NA,7.5,841.010421455939,NA,NA,4,4,0
"Le Pecq",0,0,11,78,0,0,16272,"Sans profession déclarée",65,NA,21,253,78551,29.7,1426.73289638643,NA,NA,1,1,1
"Perdreauville",0,0,11,78,0,0,645,"Cadres supérieurs (secteur privé)",66,NA,17.9,5,NA,10.4,972.000356589147,NA,NA,3,3,0
"Le Perray-en-Yvelines",0,0,11,78,0,0,6888,"Retraités salariés privés",81,NA,18.7,85,NA,12.2,1484.1687180604,NA,NA,2,2,1
"Plaisir",0,0,11,78,0,0,32128,"Autres professions",71,NA,13.9,470,78165,13.8,1482.50870611305,63,0.2,1,1,1
"Poigny-la-Forêt",0,0,11,78,0,0,983,"Dentistes",65,NA,27.5,5,NA,19.1,1694.37389623601,NA,NA,3,3,0
"Poissy",0,0,11,78,0,0,37524,"Journalistes et autres médias",52,"Union pour un mouvement populaire",16.8,683,78123,16.2,1956.3064454749,106,0.3,1,1,1
"Ponthévrard",0,0,11,78,0,0,633,"Industriels-Chefs entreprise",57,NA,13,3,NA,14.3,1906.09889415482,NA,NA,2,2,0
"Porcheville",0,0,11,78,0,0,3148,"Retraités des entreprises publiques",73,NA,14.1,36,NA,5.2,2155.42760165184,25,0.8,2,2,0
"Le Port-Marly",0,0,11,78,0,0,5551,"Retraités de l'enseignement",74,NA,11.5,89,NA,20.2,1515.16403350748,NA,NA,1,1,1
"Prunay-le-Temple",0,0,11,78,0,0,441,"Retraités salariés privés",75,NA,12.6,5,NA,9,768.630408163265,NA,NA,3,3,0
"Prunay-en-Yvelines",0,0,11,78,0,0,863,"Autres retraités",73,NA,17.4,8,NA,13,1351.47705677868,NA,NA,3,4,0
"La Queue-les-Yvelines",0,0,11,78,0,0,2214,"Retraités salariés privés",75,NA,22.7,37,NA,14.7,1204.10692411924,118,5.3,3,3,0
"Raizeux",0,0,11,78,0,0,952,"Autres retraités",75,NA,19.6,9,NA,16.2,1181.26504201681,NA,NA,3,3,0
"Rambouillet",7,1,11,78,0,7,26781,"Autres professions libérales",61,NA,20,301,NA,18.8,1839.25894626788,1057,3.9,2,2,1
"Rennemoulin",0,0,11,78,0,0,112,"Industriels-Chefs entreprise",70,NA,16.1,0,NA,31.6,3248.02392857143,NA,NA,3,3,0
"Richebourg",0,0,11,78,0,0,1485,"Autres retraités",68,NA,13.5,12,NA,10.2,869.659952861953,NA,NA,3,3,0
"Rochefort-en-Yvelines",0,0,11,78,0,0,932,"Autres cadres (secteur privé)",59,NA,17.6,14,NA,25.7,954.460793991416,NA,NA,3,3,0
"Rolleboise",0,0,11,78,0,0,400,"Autres retraités",83,NA,20.5,3,NA,6.1,603.654825,NA,NA,3,3,0
"Rosay",0,0,11,78,0,0,363,"Industriels-Chefs entreprise",60,NA,18,4,NA,8.8,914.71303030303,NA,NA,3,3,0
"Rosny-sur-Seine",0,0,11,78,0,0,6263,"Vétérinaires",56,NA,15.9,91,NA,6.7,1048.98195593166,NA,NA,2,2,1
"Sailly",0,0,11,78,0,0,392,"Agriculteurs propriétaires exploit.",67,NA,15.1,1,NA,8.5,511.98568877551,NA,NA,3,3,0
"Saint-Arnoult-en-Yvelines",0,0,11,78,0,0,6224,"Industriels-Chefs entreprise",55,NA,22.4,76,NA,13.8,1193.13308965296,NA,NA,2,2,1
"Saint-Cyr-l'École",0,0,11,78,0,0,18713,"Fonctionnaires de catégorie B",46,NA,10.8,283,78242,23.1,1514.92729011917,209,1.1,1,1,1
"Saint-Forget",0,0,11,78,0,0,523,"Cadres (entreprises publiques)",66,NA,17.5,8,NA,27.5,1586.53743785851,NA,NA,3,3,0
"Saint-Germain-de-la-Grange",0,0,11,78,0,0,1924,"Cadres supérieurs (secteur privé)",60,NA,18.3,21,NA,21.2,694.215951143451,NA,NA,2,2,0
"Saint-Germain-en-Laye",0,0,11,78,0,0,45979,"Avocats",50,NA,17.3,776,75056,32.2,1949.09550664434,2746,6,1,1,1
"Saint-Hilarion",0,0,11,78,0,0,927,"Retraités fonct.publique (sf enseig.)",80,NA,15.7,13,NA,15.9,767.441467098166,NA,NA,3,3,0
"Saint-Illiers-la-Ville",0,0,11,78,0,0,354,"Retraités salariés privés",77,NA,12.5,1,NA,8.6,1150.15336158192,NA,NA,3,3,0
"Saint-Illiers-le-Bois",0,0,11,78,0,0,431,"Retraités salariés privés",82,NA,10.5,8,NA,9.1,792.703178654292,NA,NA,3,3,0
"Saint-Lambert",0,0,11,78,0,0,501,"Retraités salariés privés",69,NA,17.1,11,NA,34.7,1197.73628742515,NA,NA,3,3,0
"Saint-Léger-en-Yvelines",0,0,11,78,0,0,1407,"Retraités de l'enseignement",80,NA,16.4,23,NA,18.9,1454.93202558635,NA,NA,3,3,0
"Saint-Martin-de-Bréthencourt",0,0,11,78,0,0,655,"Agriculteurs propriétaires exploit.",61,NA,12.4,5,NA,12,811.415480916031,NA,NA,3,3,0
"Saint-Martin-des-Champs",0,0,11,78,0,0,318,"Retraités agricoles",81,NA,21.1,6,NA,14.7,905.489308176101,NA,NA,3,3,0
"Saint-Martin-la-Garenne",0,0,11,78,0,0,1018,"Employés (autres entrep. publiques)",47,NA,20.1,5,NA,8.9,1020.42155206287,NA,NA,3,3,0
"Sainte-Mesme",0,0,11,78,0,0,942,"Autres professions libérales",54,NA,14.9,10,NA,12.2,821.911592356688,NA,NA,3,3,0
"Saint-Nom-la-Bretèche",0,0,11,78,0,0,5133,"Industriels-Chefs entreprise",74,NA,23.7,88,NA,42.9,1580.33451782583,NA,NA,2,2,1
"Saint-Rémy-lès-Chevreuse",0,0,11,78,0,0,7956,"Autres cadres (secteur privé)",61,NA,22.8,101,NA,31.1,1666.31491578683,NA,NA,2,2,1
"Saint-Rémy-l'Honoré",0,0,11,78,0,0,1595,"Autres cadres (secteur privé)",52,NA,18.5,23,NA,21.2,1744.22175548589,NA,NA,3,3,0
"Sartrouville",0,0,11,78,0,0,53237,"Grands corps de l'état",58,"Les Républicains",15.1,913,75056,14.5,1396.10671431523,211,0.4,1,1,1
"Saulx-Marchais",0,0,11,78,0,0,954,"Autres retraités",75,NA,11.4,14,NA,13.9,629.346551362683,NA,NA,3,3,0
"Senlisse",0,0,11,78,0,0,510,"Autres professions libérales",69,NA,23.9,10,NA,21.3,1081.12766666667,NA,NA,3,3,0
"Septeuil",0,0,11,78,0,0,2368,"Retraités fonct.publique (sf enseig.)",71,NA,20.4,26,NA,9.8,1228.21722972973,NA,NA,3,3,0
"Soindres",0,0,11,78,0,0,684,"Retraités de l'enseignement",74,NA,13.1,9,NA,11.4,774.079312865497,NA,NA,3,3,0
"Sonchamp",0,0,11,78,0,0,1707,"Retraités de l'enseignement",71,NA,14.9,21,NA,13.4,1068.20391915641,NA,NA,3,3,0
"Tacoignières",0,0,11,78,0,0,1051,"Retraités des entreprises publiques",73,NA,16.4,11,NA,12.2,1118.25713606089,NA,NA,3,3,0
"Le Tartre-Gaudran",0,0,11,78,0,0,36,"Autres cadres (secteur privé)",66,NA,25,1,NA,6.9,1599.84694444444,NA,NA,3,4,0
"Le Tertre-Saint-Denis",0,0,11,78,0,0,125,"Retraités salariés privés",74,NA,5.6,2,NA,5.5,578.77296,NA,NA,3,4,0
"Tessancourt-sur-Aubette",0,0,11,78,0,0,1023,"Retraités des entreprises publiques",72,NA,13.7,14,NA,10.4,804.146920821114,NA,NA,2,2,0
"Thiverval-Grignon",0,0,11,78,0,0,1105,"Retraités salariés privés",63,NA,13.5,14,75056,23.2,1274.98118552036,331,30,2,2,0
"Thoiry",0,0,11,78,0,0,1437,"Cadres (entreprises publiques)",69,NA,13.9,23,NA,14,1142.02772442589,NA,NA,3,3,0
"Tilly",0,0,11,78,0,0,541,"Agriculteurs propriétaires exploit.",67,NA,15.7,1,NA,8.9,985.622975970425,NA,NA,3,3,0
"Toussus-le-Noble",0,0,11,78,0,0,1219,"Autres cadres (secteur privé)",70,NA,4.2,13,NA,32.3,1644.50318293683,NA,NA,2,2,0
"Trappes",0,0,11,78,0,0,32931,"Retraités salariés privés",84,"Parti socialiste",9.8,700,78208,5.8,2103.96823691962,1440,4.4,1,1,1
"Le Tremblay-sur-Mauldre",0,0,11,78,0,0,1025,"Ingénieurs",72,NA,19.7,6,NA,18.8,1407.6071902439,38,3.7,2,2,0
"Triel-sur-Seine",0,0,11,78,0,0,12050,"Retraités fonct.publique (sf enseig.)",73,NA,15.8,195,NA,16.1,1268.46905809129,NA,NA,1,1,1
"Vaux-sur-Seine",0,0,11,78,0,0,4920,"Cadres supérieurs (secteur privé)",66,NA,16.6,43,NA,14.9,1179.4894898374,NA,NA,2,2,1
"Vélizy-Villacoublay",0,0,11,78,0,0,21735,"Industriels-Chefs entreprise",55,"Les Républicains",17.2,321,78322,18.8,3217.40532229124,772,3.6,1,1,1
"Verneuil-sur-Seine",0,0,11,78,0,0,15913,"Retraités salariés privés",71,NA,15.4,174,78643,18.8,1111.9970458116,115,0.7,1,1,1
"Vernouillet",0,0,11,78,0,0,10201,"Fonctionnaires de catégorie A",50,NA,13.9,134,NA,18.3,1333.03782766395,NA,NA,1,1,1
"La Verrière",0,0,11,78,0,0,6327,"Enseignants 1er deg.-directeurs école",63,NA,12.1,102,NA,6.7,1776.95332543069,227,3.6,1,1,1
"Versailles",0,0,11,78,0,0,87315,"Grands corps de l'état",61,"Union pour la démocratie française",18.7,1572,75056,37.2,1725.93898986428,10369,11.9,1,1,1
"Vert",0,0,11,78,0,0,840,"Retraités salariés privés",76,NA,21.1,10,NA,9.6,1158.92398809524,NA,NA,3,3,0
"Le Vésinet",0,0,11,78,0,0,16643,"Industriels-Chefs entreprise",60,NA,19.8,311,75056,45.8,1865.50533978249,NA,NA,1,1,1
"Vicq",0,0,11,78,0,0,384,"Retraités agricoles",74,NA,15.7,3,NA,15.8,10663.47875,NA,NA,3,3,0
"Vieille-Église-en-Yvelines",0,0,11,78,0,0,731,"Autres professions libérales",72,NA,19.7,5,NA,22.7,1096.06677154583,NA,NA,2,2,0
"La Villeneuve-en-Chevrie",0,0,11,78,0,0,645,"Retraités de l'enseignement",76,NA,14.3,9,NA,9.6,1368.68643410853,NA,NA,3,3,0
"Villennes-sur-Seine",0,0,11,78,0,0,5396,"Retraités salariés privés",73,NA,19,121,NA,34.4,1268.91440140845,NA,NA,1,1,1
"Villepreux",0,0,11,78,0,0,11120,"Cadres supérieurs (secteur privé)",52,NA,13.5,132,NA,17.4,1350.50716816547,NA,NA,1,1,1
"Villette",0,0,11,78,0,0,538,"Retraités agricoles",74,NA,20.2,11,NA,13.4,783.493159851301,NA,NA,3,3,0
"Villiers-le-Mahieu",0,0,11,78,0,0,777,"Fonctionnaires de catégorie B",63,NA,17.4,5,NA,13.4,836.20685971686,NA,NA,3,3,0
"Villiers-Saint-Frédéric",0,0,11,78,0,0,2944,"Professeurs du secondaire et techn.",69,NA,17.2,33,NA,20,894.047265625,60,2,2,2,0
"Viroflay",0,0,11,78,0,0,16321,"Experts comptables",57,NA,17.6,241,78646,39.8,1499.62933214877,NA,NA,1,1,1
"Voisins-le-Bretonneux",0,0,11,78,0,0,11569,"Professeurs du secondaire et techn.",53,NA,14.9,127,NA,33.8,1541.12249200449,NA,NA,1,1,1
"L'Absie",0,0,75,79,0,0,960,"Autres professions libérales",86,NA,35.2,4,NA,3.2,1680.33316666667,NA,NA,5,3,0
"Adilly",0,0,75,79,0,0,307,"Autres cadres (secteur privé)",61,NA,18.5,3,NA,4.4,665.247752442997,NA,NA,6,4,0
"Aiffres",0,0,75,79,0,0,5715,"Autres cadres (secteur privé)",67,NA,20.9,27,79191,6.1,1035.64606649169,NA,NA,2,2,1
"Airvault",0,0,75,79,0,0,3339,"Employés (secteur privé)",46,NA,27.8,30,NA,2.6,2225.56783168613,NA,NA,5,3,0
"Allonne",0,0,75,79,0,0,683,"Professeurs du secondaire et techn.",53,NA,18.6,2,NA,3.3,519.070834553441,NA,NA,5,3,0
"Amailloux",0,0,75,79,0,0,835,"Professeurs du secondaire et techn.",51,NA,22.3,5,NA,2.5,1011.15383233533,NA,NA,5,3,0
"Amuré",0,0,75,79,0,0,443,"Retraités des entreprises publiques",72,NA,14.7,2,NA,4.3,736.889255079007,NA,NA,3,4,0
"Arçais",0,0,75,79,0,0,624,"Autres cadres (secteur privé)",57,NA,30.7,8,NA,5.9,1185.85046474359,NA,NA,4,3,0
"Ardin",0,0,75,79,0,0,1284,"Professions rattachées à enseignt.",67,NA,19.2,8,NA,3.2,964.240599688473,NA,NA,3,3,0
"Argentonnay",0,0,75,79,0,0,3263,"Cadres (entreprises publiques)",61,NA,24.6,18,NA,2.8,965.310297272449,NA,NA,5,3,0
"Loretz-d'Argenton",0,0,75,79,0,0,2711,"Cadres sup. (entreprises publiques)",58,NA,22.4,22,NA,2,926.143854666175,NA,NA,5,3,0
"Asnières-en-Poitou",0,0,75,79,0,0,208,"Retraités agricoles",74,NA,32,2,NA,1.3,710.782548076923,NA,NA,6,4,0
"Assais-les-Jumeaux",0,0,75,79,0,0,793,"Retraités agricoles",70,NA,25.4,1,NA,1.9,1149.70708701135,NA,NA,6,4,0
"Aubigné",0,0,75,79,0,0,214,"Autres retraités",73,NA,32.6,1,NA,1.1,960.860327102804,NA,NA,6,4,0
"Aubigny",0,0,75,79,0,0,172,"Employés (secteur privé)",43,NA,25.3,1,NA,2.3,817.489534883721,NA,NA,6,4,0
"Augé",0,0,75,79,0,0,942,"Retraités fonct.publique (sf enseig.)",74,NA,16.1,8,NA,4.4,1214.46412951168,NA,NA,4,3,0
"Availles-Thouarsais",0,0,75,79,0,0,198,"Autres cadres (secteur privé)",54,NA,35.4,0,NA,3.7,801.158686868687,NA,NA,6,4,0
"Avon",0,0,75,79,0,0,68,"Agriculteurs propriétaires exploit.",62,NA,31.4,0,NA,3.6,1212.05573529412,NA,NA,6,4,0
"Azay-le-Brûlé",0,0,75,79,0,0,2025,"Fonctionnaires de catégorie B",67,"Parti socialiste",14.4,13,NA,4.3,666.62837037037,NA,NA,4,3,0
"Azay-sur-Thouet",0,0,75,79,0,0,1176,"Retraités salariés privés",71,NA,17.6,11,NA,2.3,583.877066326531,NA,NA,5,3,0
"Beaulieu-sous-Parthenay",0,0,75,79,0,0,690,"Autres retraités",74,NA,20,4,NA,4.5,640.359797101449,NA,NA,5,3,0
"Beaussais-Vitré",0,0,75,79,0,0,1038,"Industriels-Chefs entreprise",62,NA,18.8,3,NA,5.7,802.102919075144,NA,NA,4,3,0
"Beauvoir-sur-Niort",0,0,75,79,0,0,1790,"Retraités salariés privés",75,NA,24,12,NA,5.2,1277.84077653631,NA,NA,3,3,0
